time,e_ActiveBiomass__cytop,EX_C00009__dra,DM_C02094__chlo,EX_C00244__dra,EX_C00011__dra,DM_C00404__vacu,DM_C00244__cytop,EX_C00205__dra,DM_C08601__chlo,DM_C05306__chlo,DM_C05307__chlo,DM_C00369__chlo,DM_C00422__lip
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013888888888888888,0.26557296012595755,-0.11750889293181632,0.0003532022436584842,-2.1980909005912634,-11.16030663888299,0.0021308179148373796,0.0,-177.15559176286794,0.0018289233723540546,0.0,0.0,0.0,0.0
0.027777777777777776,0.2657049630994637,-0.11749558536810804,0.0003535313391019782,-2.1887525529585408,-11.165941707668864,0.002129008424167781,0.0,-177.16893005318502,0.0018318749308577945,0.0,0.0,0.0,0.0
0.041666666666666664,0.2658364767470106,-0.1174822153513444,0.00035385409274148974,-2.17950856626873,-11.1715554337245,0.0021272011698204216,0.0,-177.19702131140446,0.0018348093220773827,0.0,0.0,0.0,0.0
0.05555555555555555,0.265967505298335,-0.1174687827946689,0.0003541706434110081,-2.1703578353909276,-11.177148004329773,0.002125396107404809,0.0,-177.2469889144709,0.0018377266802241479,0.0,0.0,0.0,0.0
0.06944444444444445,0.2660980516377822,-0.1174552874752261,0.0003544811236140821,-2.161299361699224,-11.18271954920898,0.0021235932000961155,0.0,-177.29929516942872,0.0018406271093417209,0.0,0.0,0.0,0.0
0.08333333333333334,0.2662281181229783,-0.11744172911657728,0.00035478566173787043,-2.1523321935978137,-11.18827017549091,0.0021217924140215848,0.0,-177.33140290601395,0.001843510701736417,0.0,0.0,0.0,0.0
0.09722222222222224,0.2663577068389313,-0.11742810741383462,0.0003550843827854857,-2.1434554078732555,-11.193799978561017,0.0021199937168169683,0.0,-177.34345425058444,0.0018463775436986351,0.0,0.0,0.0,0.0
0.11111111111111113,0.2664868197072263,-0.1174144220443116,0.00035537740872278525,-2.134668101579256,-11.199309046727663,0.002118197076979996,0.0,-177.36799725569492,0.0018492277179580543,0.0,0.0,0.0,0.0
0.12500000000000003,0.2666154585420241,-0.11740067267290735,0.00035566485868135465,-2.1259693878142008,-11.204797463613836,0.0021164024635564197,0.0,-177.40417730872937,0.0018520613049359891,0.0,0.0,0.0,0.0
0.13888888888888892,0.2667436250821375,-0.11738685895515324,0.0003559468490960119,-2.1173583932524864,-11.210265309529536,0.002114609845938911,0.0,-177.44571808618954,0.0018548783834576863,0.0,0.0,0.0,0.0
0.15277777777777782,0.2668713210109689,-0.11737298053907769,0.0003562234938082988,-2.1088342565750153,-11.215712662324197,0.002112819193768455,0.0,-177.47682433437222,0.0018576790311886126,0.0,0.0,0.0,0.0
0.1666666666666667,0.2669985479696291,-0.11735903706641514,0.0003564949041505219,-2.100396127405178,-11.221139597948468,0.002111030476830196,0.0,-177.49827798083777,0.001860463324915985,0.0,0.0,0.0,0.0
0.1805555555555556,0.2671253075659819,-0.11734502817342551,0.000356761189017809,-2.092043165549493,-11.226546190841788,0.0021092436650183522,0.0,-177.52520127574454,0.001863231340737202,0.0,0.0,0.0,0.0
0.1944444444444445,0.2672516013811211,-0.11733095349146867,0.0003570224549323128,-2.083774540432114,-11.231932514209756,0.0021074587282910407,0.0,-177.57065468792052,0.001865983154189061,0.0,0.0,0.0,0.0
0.2083333333333334,0.2673774309741168,-0.11731681264741795,0.0003572788061019865,-2.075589430658296,-11.237298640228733,0.0021056756366388987,0.0,-177.592755844927,0.0018687188403375182,0.0,0.0,0.0,0.0
0.2222222222222223,0.26750279788563425,-0.11730260526396455,0.00035753034447543234,-2.0674870236667804,-11.242644640200474,0.0021038943600613434,0.0,-177.61500035733891,0.00187143847384012,0.0,0.0,0.0,0.0
0.2361111111111112,0.267627703640683,-0.11728833095984505,0.00035777716979378633,-2.059466515445457,-11.247970584671645,0.0021021148685535377,0.0,-177.63738548422668,0.0018741421289887972,0.0,0.0,0.0,0.0
0.25000000000000006,0.2677521497508237,-0.11727398935001353,0.0003580193796402745,-2.0515271102932062,-11.253276543527747,0.0021003371320875877,0.0,-177.67797434327653,0.0018768298797381248,0.0,0.0,0.0,0.0
0.26388888888888895,0.2678761377158809,-0.1172595800457731,0.00035825706948788036,-2.0436680206162663,-11.258562586068209,0.0020985611206070062,0.0,-177.72727730220603,0.0018795017997224575,0.0,0.0,0.0,0.0
0.27777777777777785,0.2676556001652426,-0.11724510265487653,0.00035849033274542935,-2.0358884667509067,-11.263828781067176,0.002100115824933635,0.0,-177.8081865829543,0.0018821579622643142,0.00016529070368403816,9.554375935493535e-05,0.0,0.0
0.29166666666666674,0.2662768028496607,-0.11723055679855503,0.0003587193521859654,-2.0281857573307933,-11.269073045426264,0.0021128744746786807,0.0,-177.9956999793592,0.0018847995094678565,0.0008867654877988501,0.0005125812068201446,0.0,0.0
0.30555555555555564,0.2652983093913019,-0.11721594215820899,0.0003589445180174173,-2.0205526250432153,-11.27428826413188,0.0021217572532470593,0.0,-178.1438456694729,0.0018874301252567274,0.0014156064272798513,0.0008182696111444228,0.0,0.0
0.31944444444444453,0.26461942520397663,-0.11720125841100995,0.00035916579842501154,-2.0129905557230603,-11.279477103800648,0.0021277384131270804,0.0,-178.26328206595903,0.0018900486385510491,0.0018002184867813393,0.001040588720682855,0.0,-2.5357139136667358e-20
0.3333333333333334,0.2641632626713574,-0.11718650521047845,0.00035938319114003865,-2.005500490639006,-11.284641567133935,0.0021315618627186644,0.0,-178.3634492591563,0.0018926541864628457,0.00207756195586403,0.0012009028646612892,0.0,-1.8112242240476683e-20
