time,e_ActiveBiomass__cytop,EX_C00009__dra,DM_C02094__chlo,EX_C00244__dra,EX_C00011__dra,DM_C00404__vacu,DM_C00244__cytop,EX_C00205__dra,DM_C08601__chlo
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020833333333333332,0.6040980702545917,-0.09507101086048456,0.00011386470891938694,-4.0709543039730995,-29.98697870908525,-0.0001641857142857143,-0.08070757913099814,-453.15753245105213,0.00016682266279456604
0.041666666666666664,0.6039765455712496,-0.0950532371023845,0.00011281125397008448,-4.025822226804511,-29.98049507734944,-0.00016409862928983606,-0.12486425853171884,-453.0580106807031,0.00016484209816273082
0.0625,0.6038535332598658,-0.09503521440490605,0.00011176873727241393,-3.9833609765137528,-29.973944342045517,-0.00016401173282504775,-0.1663419911679409,-452.9574941921088,0.00016289435145428648
0.08333333333333333,0.603729018772236,-0.09501694036880359,0.00011073708688229421,-3.943406618952092,-29.967325692755377,-0.00016392502533332738,-0.20530458315087266,-452.85597043071186,0.0001609789079386648
0.10416666666666666,0.6036029839887733,-0.09499841193673964,0.00010971624737682274,-3.905806861513805,-29.96063814623958,-0.00016383851010976993,-0.24190417575076203,-452.7534242362701,0.00015909526468414577
0.12499999999999999,0.6034754092281225,-0.09497962576814473,0.00010870616950472502,-3.8704192878583776,-29.95388064391159,-0.00016375219153660738,-0.2762830238642086,-452.6498393134586,0.00015724292643070852
0.14583333333333331,0.6033462738456847,-0.0949605783508217,0.00010770680678492951,-3.83711041540968,-29.94705208079354,-0.0001636660745295164,-0.30857444241923165,-452.5451986684802,0.00015542140419842686
0.16666666666666666,0.6032155564760951,-0.0949412660469972,0.00010671811397561522,-3.8057550015617654,-29.940151317226576,-0.00016358016429770739,-0.3389035017463365,-452.4394847856162,0.0001536302147310469
0.1875,0.6030832351516265,-0.0949216851158023,0.00010574004625612111,-3.7762354649318026,-29.93317718458486,-0.00016349446621993205,-0.36738760709403834,-452.33267971335283,0.00015186888026866638
0.20833333333333334,0.6029492873663105,-0.09490183172538014,0.00010477255873845098,-3.74844137546646,-29.92612848836893,-0.0001634089857726061,-0.3941370089382932,-452.2247651110078,0.00015013692846729644
0.22916666666666669,0.6028136901089342,-0.09488170195978413,0.00010381560615194282,-3.7222689931732496,-29.91900400979402,-0.00016332372848457165,-0.419255264465284,-452.11572227268664,0.0001484338923875127
0.25,0.6026764198844863,-0.09486129182299906,0.00010286914262773157,-3.6976208449613557,-29.911802506823953,-0.00016323869990678722,-0.44283966086910004,-452.0055321428578,0.00014675931051504778
0.2708333333333333,0.602537452724496,-0.0948405972412538,0.00010193312154503523,-3.674405333334576,-29.904522714665617,-0.0001631539055909828,-0.46498160672533745,-451.8941753238113,0.00014511272679448728
0.29166666666666663,0.6023967641911685,-0.09481961406425862,0.00010100749541801148,-3.652536372782033,-29.89716334596448,-0.00016306935107400145,-0.48576699562661724,-451.781632078614,0.00014349369066595004
0.31249999999999994,0.6022543313939592,-0.09479833836954693,0.00010009222776237113,-3.631933309652243,-29.889723195767214,-0.00016298504293015936,-0.5052763016806417,-451.667883934806,0.00014190177822183473
0.33333333333333326,0.6021101269200382,-0.09477676554779146,9.918725644995959e-05,-3.612519789691334,-29.882200825279554,-0.00016290098552062475,-0.5235856656047907,-451.5529088516775,0.0001403365273600815
0.3541666666666666,0.6019641249261541,-0.094754891220409,9.829253099185173e-05,-3.5942243219280536,-29.874594879561062,-0.00016281718427708065,-0.5407663774694593,-451.43668607606173,0.00013879750426530198
0.3749999999999999,0.6018162990926009,-0.09473271093200013,9.740799979623736e-05,-3.576979698069466,-29.866903980735778,-0.00016273364458165157,-0.556885441615141,-451.3191945098718,0.00013728428071799445
0.3958333333333332,0.6016666226203659,-0.09471022014957227,9.653361013954459e-05,-3.560722732731577,-29.859126727845677,-0.00016265037176179135,-0.5720058363999329,-451.2004127078598,0.0001357964341027586
0.4166666666666665,0.6015150682210619,-0.0946874142616088,9.566930814554457e-05,-3.545394019883417,-29.8512616963517,-0.0001625673710859521,-0.5861867576878568,-451.0803188700921,0.0001343335474102199
0.43749999999999983,0.601361608113765,-0.09466428857701277,9.481503877105719e-05,-3.530937704388698,-29.843307437971653,-0.00016248464775986318,-0.5994838472827333,-450.9588908394569,0.00013289520923264402
0.45833333333333315,0.6012062140142739,-0.09464083832394606,9.397074579747507e-05,-3.5173012676353523,-29.83526248014666,-0.0001624022069232938,-0.6119494072255747,-450.8361060936051,0.00013148101375405247
0.47916666666666646,0.6010488571296748,-0.09461705864857844,9.313637182730583e-05,-3.5044353263256864,-29.82712532576837,-0.0001623200536472078,-0.6236326009655332,-450.7119417408002,0.0001300905607350746
0.4999999999999998,0.6008895081481997,-0.09459294461375786,9.231185828525177e-05,-3.492293443577411,-29.818894452672666,-0.00016223819293123952,-0.6345796421887635,-450.58637451225735,0.0001287234554932142
0.5208333333333331,0.6007281372305033,-0.09456849119760967,9.149714542336092e-05,-3.4808319515474575,-29.810568313206428,-0.00016215662970144005,-0.6448339721344228,-450.45938075557865,0.00012737930887893586
0.5416666666666665,0.6005647140012859,-0.09454369329207103,9.06921723298795e-05,-3.470009784850071,-29.802145333806894,-0.0001620753688082507,-0.6544364261173544,-450.33093642836985,0.00012605773724802741
0.5624999999999999,0.6003992075385017,-0.09451854570136453,8.989687694153204e-05,-3.4597883240912903,-29.79362391446619,-0.00016199441502467272,-0.6634253899197161,-450.2010170901398,0.00012475836243074217
