time,e_ActiveBiomass__cytop,EX_C00009__dra,DM_C02094__chlo,EX_C00244__dra,EX_C00011__dra,DM_C00404__vacu,DM_C00244__cytop,EX_C00205__dra,DM_C08601__chlo,DM_C05306__chlo,DM_C05307__chlo,DM_C00369__chlo,DM_C00422__lip
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013888888888888888,0.2659653447098506,-0.06098334319776782,0.000252302866364792,-2.20626008061077,-11.161519361448107,-0.00013400057180792846,1.1829070596123792,-178.75288951939132,0.0015511305199074306,0.0,0.0,0.0,0.0
0.027777777777777776,0.2661005905984328,-0.060908123497116655,0.0002523308539372028,-2.1968489077597826,-11.167171383327243,-0.000138317924619737,1.1729755020894053,-178.81986098261456,0.0015514266931246344,0.0,0.0,0.0,0.0
0.041666666666666664,0.26623532982929016,-0.0608325739432185,0.00025235830951250487,-2.187533055075164,-11.172802051920847,-0.00014264356941636142,1.1631412141963247,-178.8865812719221,0.0015517176915026748,0.0,0.0,0.0,0.0
0.05555555555555555,0.26636956685071544,-0.060756694580641236,0.00025238523718396864,-2.1783114050606187,-11.178411553550742,-0.00014697754746114273,1.153403061320971,-178.95305258769892,0.0015520035322120118,0.0,0.0,0.0,0.0
0.06944444444444445,0.26650330473007594,-0.06068048469293883,0.0002524116406835348,-2.169182947855312,-11.18400001681145,-0.00015131991708679254,1.1437600218003978,-179.01927645061363,0.0015522842290572653,0.0,0.0,0.0,0.0
0.08333333333333334,0.2666365459933065,-0.06060394326972337,0.0002524375235616894,-2.160146721134747,-11.189567547655965,-0.0001556707431483301,1.1342111235910228,-179.08525411472965,0.0015525597943480739,0.0,0.0,0.0,0.0
0.09722222222222224,0.26676929288551743,-0.06052706914926322,0.0002524628892442584,-2.151201791267233,-11.19511424028627,-0.0001600300938366126,1.1247554244226592,-179.1509866957457,0.0015528302394730736,0.0,0.0,0.0,0.0
0.11111111111111113,0.2669015474830282,-0.06044986107902245,0.00025248774105739836,-2.142347245113392,-11.200640181835624,-0.00016439803934600782,1.115392003166801,-179.21647522613125,0.0015530955751383124,0.0,0.0,0.0,0.0
0.12500000000000003,0.26703331175081646,-0.06037231774635979,0.0002525120822408143,-2.13358218575931,-11.20614545476814,-0.00016877465118896542,1.1061199553491758,-179.2817206833829,0.0015533558114807042,0.0,0.0,0.0,0.0
0.13888888888888892,0.2671645875754349,-0.06029443779598024,0.000252535915955661,-2.1249057300218888,-11.211630138255362,-0.000173160001836005,1.096938390527427,-179.34672400623612,0.001553610958124267,0.0,0.0,0.0,0.0
0.15277777777777782,0.2672953767855336,-0.06021621984068941,0.00025255924528971304,-2.1163170068627988,-11.21709430903104,-0.00017755416446355078,1.0878464306274318,-179.41148610473422,0.0015538610242061327,0.0,0.0,0.0,0.0
0.1666666666666667,0.26742568116531196,-0.060137662468433765,0.00025258207326099086,-2.10781515631325,-11.222538041954255,-0.00018195721281864498,1.0788432088152744,-179.47600786685766,0.0015541060183846696,0.0,0.0,0.0,0.0
0.1805555555555556,0.2675555024638494,-0.06005876424713274,0.00025260440282045464,-2.0993993287066086,-11.227961410397704,-0.00018636922110761716,1.069927868694319,-179.54029016309963,0.0015543459488359431,0.0,0.0,0.0,0.0
0.1944444444444445,0.26768484240177565,-0.05997952372812496,0.00025262623685409834,-2.09106868410693,-11.233364486525428,-0.0001907902639223666,1.06109956370832,-179.60433384973553,0.0015545808232418797,0.0,0.0,0.0,0.0
0.2083333333333334,0.26781370267618815,-0.0598999394487057,0.0002526475781846426,-2.082822391867787,-11.23874734149748,-0.00019522041619661753,1.0523574566807405,-179.66813977123593,0.001554810648772019,0.0,0.0,0.0,0.0
0.2222222222222223,0.2679420849643943,-0.05982000993404659,0.00025266842957294796,-2.074659630280976,-11.244110045624549,-0.00019965975314588,1.0437007194498227,-179.7317087620886,0.0015550354320599657,0.0,0.0,0.0,0.0
0.2361111111111112,0.26806999092678263,-0.05973973369868273,0.00025268879371922586,-2.066579586289151,-11.249452668487255,-0.00020410835026059794,1.035128532569333,-179.79504164820247,0.0015552551791751692,0.0,0.0,0.0,0.0
0.25000000000000006,0.26819742220912196,-0.05965910924768903,0.0002527086732640992,-2.058581455245131,-11.254775279029847,-0.00020856628325495224,1.0266400850598973,-179.85813924801397,0.0015554698955903854,0.0,0.0,0.0,0.0
0.26388888888888895,0.2683243804443583,-0.059578135077628464,0.0002527280707895494,-2.0506644407060772,-11.260077945634972,-0.00021303362806924324,1.0182345741954064,-179.9210023733671,0.0015556795861449975,0.0,0.0,0.0,0.0
0.27777777777777785,0.26845086725413747,-0.05949680967732965,0.0002527469888197736,-2.0428277542542754,-11.26536073618415,-0.00021751046083978264,1.0099112053187276,-179.9836318302287,0.001555884255004251,0.0,0.0,0.0,0.0
0.29166666666666674,0.2685768842500029,-0.05941513152853472,0.0002527654298219706,-2.035070615338538,-11.270623718107228,-0.00022199685789074593,1.0016691916777969,-180.04602841926877,0.001556083905614368,0.0,0.0,0.0,0.0
0.30555555555555564,0.26870243303445146,-0.05933309910644723,0.0002527833962070691,-2.0273922511318863,-11.27586695842334,-0.0002264928957143675,0.9935077542798916,-180.10819293634847,0.0015562785406534564,0.0,0.0,0.0,0.0
0.31944444444444453,0.2688275152017787,-0.05925071088020184,0.00025280089033040745,-2.019791896402267,-11.281090523775081,-0.00023099865097591038,0.9854261217584233,-180.17012617292016,0.0015564681619780903,0.0,0.0,0.0,0.0
