time,ActiveBiomass,Biomass,Carotene,Chlorophyll,Light,Lutein,Nitrate,Nitrogen_quota,Phosphate,Phosphate_quota,Starch,Starch_concentration,TAG,Protein,Carbohydrate,Lipid,Chlorophyll_concentration,Carotene_concentration,Lutein_concentration
0.0,0.09174127748999998,0.09867836666666666,0.0004,0.006,0.0,0.0008,12.5,2.5,0.05,0.2,0.05,0.004933918333333333,0.0131,0.22399262099999998,0.272318427,0.13477860899999997,0.0005920702,3.947134666666666e-05,7.894269333333332e-05
0.013888888888888888,0.09210826008466161,0.09904574275087663,0.0003989124795165336,0.005977754786598994,0.0,0.0008006095487528698,12.496969945803219,2.5213102711198747,0.04991624612319549,0.20010373156835282,0.04981462322165828,0.004933918333333333,0.013051431284074471,0.22405448720814514,0.27239364067628685,0.13481583451859377,0.0005920711628213054,3.951058282630893e-05,7.929696740967217e-05
0.027777777777777776,0.09247683115545884,0.09941470888383039,0.0003978283780057858,0.005955582755169723,0.0,0.0008012159394594733,12.493941294211238,2.5424045010865113,0.04983225404624273,0.20020587236796275,0.04962985629308101,0.004933918333333333,0.013003022348787228,0.22411616128474696,0.2724686207691663,0.13485294442970888,0.0005920725258387585,3.954999238517163e-05,7.96526493744482e-05
0.041666666666666664,0.09284698973572765,0.09978526409648622,0.00039674766589368375,0.005933483287717837,0.0,0.0008018191899698631,12.490914025617183,2.563285224194764,0.04974802511916677,0.20030642823744446,0.0494456940643153,0.004933918333333333,0.012954771844850612,0.22417764225586265,0.2725433660945699,0.13488993814731418,0.0005920741968770117,3.9589570620865714e-05,8.000973962877344e-05
0.05555555555555555,0.09321873859099833,0.1001574111559905,0.0003956703246607131,0.005911455992521933,0.0,0.0008024193118819155,12.487888089880126,2.5839547305000936,0.04966355984575154,0.20040540390187364,0.04926213327101611,0.004933918333333333,0.012906678917006224,0.22423892979572013,0.2726178762564412,0.1349268154753893,0.0005920761283735632,3.962931538926729e-05,8.036824093966399e-05
0.06944444444444445,0.09359208193391289,0.10053115427814412,0.00039459634009491907,0.0058895005660411295,0.0,0.0008030163143547381,12.48486342527016,2.604415202199556,0.0495788584074206,0.20050280363256692,0.049079171383676075,0.004933918333333333,0.012858742902523137,0.2243000238309201,0.27269215116554524,0.13496357636976916,0.0005920782900258979,3.966922554367333e-05,8.072815698626285e-05
0.08333333333333334,0.09396702472649257,0.10090649842892162,0.00039352570019924265,0.005867616750078346,0.0,0.0008036102052938264,12.481839964257949,2.6246687563931563,0.04949392082343859,0.20059863145313367,0.048896806250652874,0.004933918333333333,0.01281096323767106,0.2243609244185702,0.2727661908913103,0.135000220864816,0.0005920806603732947,3.9709300448895156e-05,8.108949191794687e-05
0.09722222222222224,0.09434357238398766,0.10128344902800315,0.00039245839429249095,0.005845804313375375,0.0,0.0008042009918610951,12.47881763597324,2.6447174636930932,0.04940874701902948,0.20069289122856,0.048715035944794795,0.004933918333333333,0.012763339417536242,0.2244216316941343,0.2728399955984264,0.13503674904203977,0.0005920832232014357,3.974953977393547e-05,8.145225016743281e-05
0.11111111111111113,0.09472173062481658,0.1016620117985525,0.00039139441254896053,0.005824063042187517,0.0,0.0008047886807364239,12.47579636745077,2.664563357906409,0.04932333685997119,0.200785586711103,0.04853385868489599,0.004933918333333333,0.012715870975442753,0.2244821458447864,0.2729135655144498,0.135073161014065,0.0005920859657103809,3.978994338643995e-05,8.181643635636783e-05
0.12500000000000003,0.09510150538538552,0.10204219268194535,0.0003903337457345637,0.005802392734881167,0.0,0.0008053732782677232,12.472776084337276,2.684208441695935,0.049237690172291015,0.20087672156674863,0.0483532727906764,0.004933918333333333,0.01266855747115722,0.224542467094153,0.2729869009112537,0.13510945691544995,0.0005920888774690639,3.983051129251181e-05,8.2182055241885e-05
0.13888888888888892,0.09548290276772525,0.10242399778534977,0.0003892763850431168,0.005780793198582232,0.0,0.0008059547905640917,12.469756711325822,2.7036546901793206,0.049151806754420053,0.20096629939171778,0.04817327665485193,0.004933918333333333,0.012621398483571206,0.22460259569284774,0.27306000209352105,0.13514563689699138,0.0005920919497691516,3.9871243599545156e-05,8.254911168382858e-05
0.15277777777777782,0.09586592900533643,0.10280743334753475,0.0003882223219886048,0.005759264246970777,0.0,0.0008065332235571268,12.466738172438703,2.722904053368849,0.049065686385160893,0.2010543237233866,0.047993868724756486,0.004933918333333333,0.012574393605886199,0.224662531912237,0.2731328693911648,0.13518170112197317,0.0005920951752012881,3.991214049186867e-05,8.291761062342166e-05
0.1666666666666667,0.09625059043986722,0.10319250571552276,0.0003871715483309713,0.005737805698762231,0.0,0.0008071085830431297,12.463720391220276,2.741958457912664,0.04897932882916302,0.20114079804784643,0.04781504748968527,0.004933918333333333,0.012527542442297541,0.22472227604013786,0.2732055031540978,0.13521764976357775,0.0005920985473640805,3.995320221403155e-05,8.328755706872564e-05
0.1805555555555556,0.09663689350459617,0.10357922132805471,0.0003861240560231043,0.005716417376622698,0.0,0.000807680874713216,12.460703290873148,2.7608198083913704,0.0488927338408319,0.20122572580533066,0.04763681147185582,0.004933918333333333,0.012480844605626228,0.2247818283777363,0.27327790374848604,0.1352534830030317,0.0005921020606567403,3.999442905890331e-05,8.365895608435702e-05
0.1944444444444445,0.0970248447123817,0.10396758670352656,0.00038507983717182224,0.005695099106371029,0.0,0.0008082501041754252,12.457686794357203,2.7794899883189657,0.04880590116720948,0.2013091103942261,0.04745915921975857,0.004933918333333333,0.01243429971557675,0.2248411892373107,0.2733500715539811,0.1352892010282361,0.0005921057101268065,4.0035821358941316e-05,8.403181278399288e-05
